ANSI,State,County,sqmiles,y1930,y1940,y1950,y1960,y1970,y1980,y1990,y2000,y2010
a21075,KENTUCKY,FULTON,205.49375,0,0,0,0,11700,13500,20000,32000,26500
a21077,KENTUCKY,GALLATIN,101.6609375,0,0,0,0,1100,2400,1800,1000,0
a21079,KENTUCKY,GARRARD,229.9140625,0,0,0,0,5200,6500,4500,1500,1200
a21081,KENTUCKY,GRANT,257.803125,0,0,0,0,1800,2800,1400,900,500
a21083,KENTUCKY,GRAVES,551.678125,0,0,0,0,26400,56000,46000,56800,73500
a21085,KENTUCKY,GRAYSON,496.3859375,0,0,0,0,12000,25000,18000,15000,10500
a21087,KENTUCKY,GREEN,285.95625,0,0,0,0,12500,16000,8000,5000,6300
a21089,KENTUCKY,GREENUP,344.5453125,0,0,0,0,2600,3000,2300,1800,800
a21091,KENTUCKY,HANCOCK,188.0015625,0,0,0,0,4800,7000,8000,7800,8500
a21093,KENTUCKY,HARDIN,623.3515625,0,0,0,0,25700,43000,38000,25500,29000
a21095,KENTUCKY,HARLAN,465.65625,0,0,0,0,600,0,0,0,0
a21097,KENTUCKY,HARRISON,306.4625,0,0,0,0,6800,8000,6200,3000,2900
a21099,KENTUCKY,HART,412.24375,0,0,0,0,13600,19000,12000,6000,4100
a21101,KENTUCKY,HENDERSON,435.7984375,0,0,0,0,74000,80000,68000,81200,82000
a21103,KENTUCKY,HENRY,286.2234375,0,0,0,0,8100,15000,11000,7900,3600
a21105,KENTUCKY,HICKMAN,242.284375,0,0,0,0,14800,23000,28000,39600,46000
a21107,KENTUCKY,HOPKINS,542.35625,0,0,0,0,30900,31000,25000,28900,30000
a21109,KENTUCKY,JACKSON,345.3671875,0,0,0,0,1900,2700,1500,0,0
a21111,KENTUCKY,JEFFERSON,381.3484375,0,0,0,0,5200,6000,2000,1500,0
a21113,KENTUCKY,JESSAMINE,172.1265625,0,0,0,0,4100,5000,1900,2000,900
a21115,KENTUCKY,JOHNSON,261.703125,0,0,0,0,600,600,0,0,0
a21117,KENTUCKY,KENTON,160.2609375,0,0,0,0,1300,2000,1000,600,0
a21119,KENTUCKY,KNOTT,351.6578125,0,0,0,0,200,700,0,0,0
a21121,KENTUCKY,KNOX,386.14375,0,0,0,0,1500,2500,1600,1200,700
a21123,KENTUCKY,LARUE,261.728125,0,0,0,0,13400,27000,14000,15000,18000
a21125,KENTUCKY,LAUREL,434.0703125,0,0,0,0,3300,4500,3500,1900,900
a21127,KENTUCKY,LAWRENCE,415.7703125,0,0,0,0,1300,1000,700,0,0
a21129,KENTUCKY,LEE,208.6578125,0,0,0,0,800,1700,900,0,0
a21131,KENTUCKY,LESLIE,400.965625,0,0,0,0,300,0,0,0,0
a21133,KENTUCKY,LETCHER,337.996875,0,0,0,0,300,0,0,0,0
a21135,KENTUCKY,LEWIS,482.8125,0,0,0,0,4600,7400,5300,2500,1300
a21137,KENTUCKY,LINCOLN,333.9265625,0,0,0,0,9700,15500,12000,8000,7500
a21139,KENTUCKY,LIVINGSTON,313.2234375,0,0,0,0,8400,16500,8000,10900,12500
a21141,KENTUCKY,LOGAN,552.1609375,0,0,0,0,33000,41000,51000,53000,63000
a21143,KENTUCKY,LYON,214.146875,0,0,0,0,3700,9000,5000,4900,8000
a21151,KENTUCKY,MADISON,437.55625,0,0,0,0,8500,10500,7500,3000,1700
a21153,KENTUCKY,MAGOFFIN,308.68125,0,0,0,0,2500,1300,900,0,0
a21155,KENTUCKY,MARION,343.2546875,0,0,0,0,8500,18000,13000,10000,11800
a21157,KENTUCKY,MARSHALL,301.2484375,0,0,0,0,5200,12000,12000,10900,12000
a21159,KENTUCKY,MARTIN,229.9359375,0,0,0,0,300,0,0,0,0
a21161,KENTUCKY,MASON,239.971875,0,0,0,0,10100,15000,10000,7000,6500
a21145,KENTUCKY,MCCRACKEN,248.7640625,0,0,0,0,5400,9500,9000,15200,16000
a21147,KENTUCKY,MCCREARY,426.7125,0,0,0,0,500,700,0,0,0
a21149,KENTUCKY,MCLEAN,252.49375,0,0,0,0,20000,27000,41000,47500,43000
a21163,KENTUCKY,MEADE,305.6375,0,0,0,0,7900,18000,12000,10800,15000
a21165,KENTUCKY,MENIFEE,203.75,0,0,0,0,1000,1000,800,0,0
a21167,KENTUCKY,MERCER,248.615625,0,0,0,0,6300,12500,10000,3500,3100
a21169,KENTUCKY,METCALFE,289.5796875,0,0,0,0,8000,18000,10000,3000,4000
a21171,KENTUCKY,MONROE,329.4578125,0,0,0,0,7500,11500,7000,5000,6700
a21173,KENTUCKY,MONTGOMERY,197.3203125,0,0,0,0,3400,6000,3600,2000,1500
a21175,KENTUCKY,MORGAN,381.1203125,0,0,0,0,2500,2800,1500,800,0
a21177,KENTUCKY,MUHLENBERG,467.1421875,0,0,0,0,10500,16000,17000,17000,15000
a21179,KENTUCKY,NELSON,418.7125,0,0,0,0,16600,27000,15000,15000,14400
a21181,KENTUCKY,NICHOLAS,195.275,0,0,0,0,2300,3500,2300,0,1000
a21183,KENTUCKY,OHIO,587.5453125,0,0,0,0,16600,38000,29000,26000,31000
a21185,KENTUCKY,OLDHAM,187.325,0,0,0,0,6100,11500,6300,4600,3300
a21187,KENTUCKY,OWEN,352.2828125,0,0,0,0,1900,4000,2400,900,900
a21189,KENTUCKY,OWSLEY,197.4765625,0,0,0,0,500,1600,0,0,0
a21191,KENTUCKY,PENDLETON,277.2453125,0,0,0,0,2000,3400,2200,1300,1300
a21193,KENTUCKY,PERRY,339.7734375,0,0,0,0,500,0,0,0,0
a21195,KENTUCKY,PIKE,787.875,0,0,0,0,400,0,0,0,0
a21197,KENTUCKY,POWELL,179.06875,0,0,0,0,1300,2500,1100,0,900
a21199,KENTUCKY,PULASKI,658.2890625,0,0,0,0,11000,23000,14000,9000,9500
a21201,KENTUCKY,ROBERTSON,99.9546875,0,0,0,0,500,1000,500,0,0
a21203,KENTUCKY,ROCKCASTLE,316.63125,0,0,0,0,3300,4500,2500,1800,1600
a21205,KENTUCKY,ROWAN,279.8390625,0,0,0,0,1700,1700,1200,800,700
a21207,KENTUCKY,RUSSELL,253.7796875,0,0,0,0,5400,12000,7000,5800,3300
a21209,KENTUCKY,SCOTT,281.571875,0,0,0,0,4400,9500,4000,4000,1700
a21211,KENTUCKY,SHELBY,379.6546875,0,0,0,0,18400,32500,20000,16000,15500
a21213,KENTUCKY,SIMPSON,234.0703125,0,0,0,0,22700,26000,29000,33000,40000
a21215,KENTUCKY,SPENCER,186.765625,0,0,0,0,7400,11500,5900,6000,0
a21217,KENTUCKY,TAYLOR,266.434375,0,0,0,0,8300,19500,17000,10000,11000
a21219,KENTUCKY,TODD,374.39375,0,0,0,0,28400,34000,41000,47000,46000
a21221,KENTUCKY,TRIGG,440.78125,0,0,0,0,15000,20000,14000,23000,23000
a21223,KENTUCKY,TRIMBLE,151.703125,0,0,0,0,2700,4600,2300,1000,600
a21225,KENTUCKY,UNION,342.99375,0,0,0,0,72300,72000,80000,87700,82500
a21227,KENTUCKY,WARREN,541.9203125,0,0,0,0,23500,31000,23000,26000,31000
a21229,KENTUCKY,WASHINGTON,297.6015625,0,0,0,0,5000,11000,6700,5000,4700
a21231,KENTUCKY,WAYNE,458.0171875,0,0,0,0,9300,10500,7000,5000,5900
a21233,KENTUCKY,WEBSTER,331.90625,0,0,0,0,32000,49000,41000,43000,40000
a21235,KENTUCKY,WHITLEY,437.83125,0,0,0,0,1700,2400,1200,1000,0
a21237,KENTUCKY,WOLFE,222.309375,0,0,0,0,1400,2000,1000,600,0
a21239,KENTUCKY,WOODFORD,190.0828125,0,0,0,0,4900,7500,4000,4500,1400
a21000,KENTUCKY,,40409.02,2970000,2623000,2180000,1643000,1109000,1650000,1350000,1330000,1340000
a22001,LOUISIANA,ACADIA,655.1078125,0,0,0,6200,3700,250,3200,0,0
a22003,LOUISIANA,ALLEN,761.578125,0,0,0,1200,800,350,1600,0,0
a22005,LOUISIANA,ASCENSION,289.965625,0,0,0,2300,700,350,0,0,0
a22007,LOUISIANA,ASSUMPTION,338.6984375,0,0,0,3100,0,0,0,0,0
a22009,LOUISIANA,AVOYELLES,832.3890625,0,0,0,27000,13600,2800,20000,10600,7800
a22011,LOUISIANA,BEAUREGARD,1157.3375,0,0,0,1900,1300,800,4400,0,0
a22013,LOUISIANA,BIENVILLE,810.915625,0,0,0,4300,600,300,0,0,0
a22015,LOUISIANA,BOSSIER,839.459375,0,0,0,4700,800,450,1700,0,4200
a22017,LOUISIANA,CADDO,878.6296875,0,0,0,6200,1500,1150,1000,11000,0
a22019,LOUISIANA,CALCASIEU,1063.617188,,,,,,,,,
a22021,LOUISIANA,CALDWELL,529.403125,0,0,0,3900,900,0,0,0,0
a22023,LOUISIANA,CAMERON,1285.429688,,,,,,,,,
a22025,LOUISIANA,CATAHOULA,703.46875,0,0,0,8500,5800,1200,9000,12800,17900
a22027,LOUISIANA,CLAIBORNE,754.6546875,0,0,0,4900,900,550,0,0,0
a22029,LOUISIANA,CONCORDIA,696.0671875,0,0,0,8500,5500,1100,18000,29900,21400
a22031,LOUISIANA,DE SOTO,875.746875,0,0,0,3000,1100,400,0,0,0
a22033,LOUISIANA,EAST BATON ROUGE,455.40625,0,0,0,1400,1600,750,1600,0,0
a22035,LOUISIANA,EAST CARROLL,420.6984375,0,0,0,8000,700,200,4700,29500,43000
a22037,LOUISIANA,EAST FELICIANA,453.384375,0,0,0,5500,3600,3100,1700,0,0
a22039,LOUISIANA,EVANGELINE,662.36875,0,0,0,7200,3200,300,0,0,0
a22041,LOUISIANA,FRANKLIN,624.5515625,0,0,0,12700,2700,1400,3700,40000,74500
a22043,LOUISIANA,GRANT,643.0328125,0,0,0,2400,0,0,0,0,0
a22045,LOUISIANA,IBERIA,574.103125,0,0,0,7600,3300,1400,0,0,0
a22047,LOUISIANA,IBERVILLE,618.6234375,0,0,0,5000,3600,600,6700,0,0
a22049,LOUISIANA,JACKSON,569.1765625,0,0,0,1000,0,250,0,0,0
a22051,LOUISIANA,JEFFERSON,295.70625,,,,,,,,,
a22053,LOUISIANA,JEFFERSON DAVIS,651.3171875,0,0,0,500,0,0,0,0,0
a22059,LOUISIANA,LA SALLE,624.3,0,0,0,1300,0,0,0,0,0
a22055,LOUISIANA,LAFAYETTE,268.7140625,0,0,0,14200,6000,1300,1900,0,0
a22057,LOUISIANA,LAFOURCHE,1084.570313,0,0,0,7000,3300,150,0,0,0
a22061,LOUISIANA,LINCOLN,471.390625,0,0,0,1800,700,250,0,0,0
a22063,LOUISIANA,LIVINGSTON,647.9296875,0,0,0,1900,700,400,0,0,0
a22065,LOUISIANA,MADISON,624.3109375,0,0,0,9100,1900,1050,21500,67000,60500
a22067,LOUISIANA,MOREHOUSE,794.1453125,0,0,0,11400,1800,500,700,25000,69000
a22069,LOUISIANA,NATCHITOCHES,1252.226563,0,0,0,7200,2700,400,2200,13800,15000
a22071,LOUISIANA,ORLEANS,169.41875,,,,,,,,,
a22073,LOUISIANA,OUACHITA,610.5234375,0,0,0,5900,1200,400,0,0,9100
a22075,LOUISIANA,PLAQUEMINES,804.2046875,,,,,,,,,
a22077,LOUISIANA,POINTE COUPEE,557.3484375,0,0,0,21400,11800,1950,24000,18300,10600
a22079,LOUISIANA,RAPIDES,1320.542188,0,0,0,14200,9600,2800,8800,6900,9900
a22081,LOUISIANA,RED RIVER,389.084375,0,0,0,2900,900,200,2100,0,0
a22083,LOUISIANA,RICHLAND,558.9671875,0,0,0,16500,2200,800,2300,21000,46000
a22085,LOUISIANA,SABINE,865.2953125,0,0,0,1800,0,150,0,0,0
a22087,LOUISIANA,SAINT BERNARD,377.4859375,,,,,,,,,
a22089,LOUISIANA,SAINT CHARLES,279.1296875,,,,,,,,,
a22091,LOUISIANA,SAINT HELENA,408.3921875,0,0,0,3800,2200,900,0,0,0
a22093,LOUISIANA,SAINT JAMES,241.4796875,0,0,0,1000,600,0,0,0,0
a22097,LOUISIANA,SAINT LANDRY,923.8640625,0,0,0,41100,21000,2750,30000,22000,5500
a22099,LOUISIANA,SAINT MARTIN,737.609375,0,0,0,17000,6700,1600,0,0,0
a22101,LOUISIANA,SAINT MARY,554.3328125,0,0,0,1900,0,0,0,0,0
a22103,LOUISIANA,SAINT TAMMANY,842.525,0,0,0,2000,800,1200,0,0,0
a22095,LOUISIANA,ST. JOHN THE BAPTIST,213.078125,0,0,0,700,0,0,0,0,0
a22105,LOUISIANA,TANGIPAHOA,790.5453125,0,0,0,3900,2100,2000,2000,0,0
a22107,LOUISIANA,TENSAS,602.640625,0,0,0,9100,2100,1050,2200,38000,47500
a22109,LOUISIANA,TERREBONNE,1231.729688,0,0,0,2450,600,0,0,0,0
a22111,LOUISIANA,UNION,877.6015625,0,0,0,4000,600,200,0,0,0
a22113,LOUISIANA,VERMILION,1173.167188,0,0,0,6400,3800,350,0,0,0
a22115,LOUISIANA,VERNON,1327.946875,0,0,0,3400,0,1500,0,0,0
a22117,LOUISIANA,WASHINGTON,669.6,0,0,0,15800,2200,6500,4900,0,0
a22119,LOUISIANA,WEBSTER,592.9015625,0,0,0,4700,400,200,0,0,0
a22121,LOUISIANA,WEST BATON ROUGE,191.0984375,0,0,0,3100,900,0,5100,0,0
a22123,LOUISIANA,WEST CARROLL,359.6484375,0,0,0,13500,1000,600,900,7500,20500
a22125,LOUISIANA,WEST FELICIANA,403.203125,0,0,0,5500,2700,2000,3000,0,0
a22127,LOUISIANA,WINN,949.903125,0,0,0,1000,0,0,0,0,0
a22000,LOUISIANA,,51839.7,1261000,1594000,853000,395000,152000,50000,200000,380000,510000
a23001,MAINE,ANDROSCOGGIN,468.003125,,,,,,,,,
a23003,MAINE,AROOSTOOK,6671.682813,,,,,,,,,
a23005,MAINE,CUMBERLAND,835.425,,,,,,,,,
a23007,MAINE,FRANKLIN,1697.715625,,,,,,,,,
a23009,MAINE,HANCOCK,1587.695313,,,,,,,,,
a23011,MAINE,KENNEBEC,867.6234375,,,,,,,,,
a23013,MAINE,KNOX,365.6015625,,,,,,,,,
a23015,MAINE,LINCOLN,456.0625,,,,,,,,,
a23017,MAINE,OXFORD,2077.873438,,,,,,,,,
a23019,MAINE,PENOBSCOT,3395.404688,,,,,,,,,
a23021,MAINE,PISCATAQUIS,3960.53125,,,,,,,,,
a23023,MAINE,SAGADAHOC,254.140625,,,,,,,,,
a23025,MAINE,SOMERSET,3926.420313,,,,,,,,,
a23027,MAINE,WALDO,729.7296875,,,,,,,,,
a23029,MAINE,WASHINGTON,2568.478125,,,,,,,,,
a23031,MAINE,YORK,990.4359375,,,,,,,,,
a23000,MAINE,,35384.65,12000,16000,15000,10000,28000,45000,34000,29000,28000
a24001,MARYLAND,ALLEGANY,424.4953125,5700,5100,4400,2900,1700,2800,2000,0,1200
a24003,MARYLAND,ANNE ARUNDEL,416.0546875,12900,11400,8800,9200,9400,10000,6300,5500,4800
a24005,MARYLAND,BALTIMORE,679.2296875,24600,23200,17700,15900,19000,29000,24000,18200,21000
a24009,MARYLAND,CALVERT,213.1046875,9200,8500,6500,4500,5400,8300,5700,3700,4500
a24011,MARYLAND,CAROLINE,319.5515625,23500,25600,25300,29300,33000,30500,26000,22600,36000
a24013,MARYLAND,CARROLL,447.1140625,37200,38200,36000,38000,52000,73700,54000,42100,36000
a24015,MARYLAND,CECIL,346.4359375,19300,19700,18000,25000,27000,39100,21000,20300,22000
a24017,MARYLAND,CHARLES,457.7421875,17800,14800,11000,11000,9500,13500,7500,6600,7500
a24019,MARYLAND,DORCHESTER,540.8,20600,20700,25100,25000,45000,30600,18000,20100,28500
a24021,MARYLAND,FREDERICK,661.2,56600,54300,38400,38400,46700,75100,63200,48600,41000
a24023,MARYLAND,GARRETT,647.340625,7900,8500,6700,6500,7400,9600,10000,0,6500
a24025,MARYLAND,HARFORD,436.2265625,22900,23100,19900,19200,23000,35300,28000,27700,21000
a24027,MARYLAND,HOWARD,250.8046875,15600,14000,10700,9000,11500,19500,14000,7000,7000
a24029,MARYLAND,KENT,275.4203125,20900,23400,26600,40300,47500,77400,72000,42100,50000
a24031,MARYLAND,MONTGOMERY,491.3515625,29600,24500,18800,16200,17500,39000,24000,11000,13000
a24033,MARYLAND,PRINCE GEORGES,543.6765625,18500,15200,9000,9800,7600,10000,5100,4600,4500
a24035,MARYLAND,QUEEN ANNES,372.15,30500,32100,30200,46700,58000,66400,54000,47100,55000
a24039,MARYLAND,SOMERSET,319.921875,16200,13500,12600,10400,17000,16700,9000,10500,18000
a24037,MARYLAND,ST MARYS,357.325,16900,13900,14000,13200,11700,16500,6000,9800,10000
a24041,MARYLAND,TALBOT,266.840625,16500,18200,21100,35200,39000,38300,33000,34900,32000
a24043,MARYLAND,WASHINGTON,458.0609375,36700,32500,29400,30000,29600,44700,30200,31200,18000
a24045,MARYLAND,WICOMICO,374.1984375,28200,28500,23200,21500,28500,24500,11000,21300,26500
a24047,MARYLAND,WORCESTER,468.28125,36200,31100,34600,31800,40000,39500,26000,34600,36000
a24000,MARYLAND,,12406.68,524000,500000,448000,489000,587000,750000,550000,480000,500000
a25001,MASSACHUSETTS,BARNSTABLE,394.1765625,,,,,,,,,
a25003,MASSACHUSETTS,BERKSHIRE,926.7078125,,,,,,,,,
a25005,MASSACHUSETTS,BRISTOL,553.0640625,,,,,,,,,
a25007,MASSACHUSETTS,DUKES,103.2453125,,,,,,,,,
a25009,MASSACHUSETTS,ESSEX,493.6734375,,,,,,,,,
a25011,MASSACHUSETTS,FRANKLIN,699.528125,,,,,,,,,
a25013,MASSACHUSETTS,HAMPDEN,616.9359375,,,,,,,,,
a25015,MASSACHUSETTS,HAMPSHIRE,527.5,,,,,,,,,
a25017,MASSACHUSETTS,MIDDLESEX,818.15625,,,,,,,,,
a25019,MASSACHUSETTS,NANTUCKET,44.790625,,,,,,,,,
a25021,MASSACHUSETTS,NORFOLK,395.9,,,,,,,,,
a25023,MASSACHUSETTS,PLYMOUTH,659.025,,,,,,,,,
a25025,MASSACHUSETTS,SUFFOLK,58.1515625,,,,,,,,,
a25027,MASSACHUSETTS,WORCESTER,1510.604688,,,,,,,,,
a25000,MASSACHUSETTS,,10554.57,39000,40000,36000,25000,33000,45000,36000,25000,17000
a26001,MICHIGAN,ALCONA,674.415625,0,0,0,0,1400,2500,2000,0,0
a26003,MICHIGAN,ALGER,915.03125,,,,,,,,,
a26005,MICHIGAN,ALLEGAN,825.240625,0,0,0,61500,62000,112000,77000,74000,85000
a26007,MICHIGAN,ALPENA,571.8765625,0,0,0,0,2800,6900,6900,6000,5800
a26009,MICHIGAN,ANTRIM,475.66875,0,0,0,0,3700,9400,4400,0,3600
a26011,MICHIGAN,ARENAC,363.246875,0,0,0,10000,12000,20300,16500,18000,15000
a26013,MICHIGAN,BARAGA,898.4375,,,,,,,,,
a26015,MICHIGAN,BARRY,552.85,0,0,0,40200,31200,42000,35000,38000,45000
a26017,MICHIGAN,BAY,441.0484375,0,0,0,17000,12000,53000,38500,43000,50000
a26019,MICHIGAN,BENZIE,319.671875,0,0,0,0,900,1700,1200,0,1200
a26021,MICHIGAN,BERRIEN,567.7578125,0,0,0,40200,28000,56600,44000,45000,46000
a26023,MICHIGAN,BRANCH,506.3921875,0,0,0,74400,57000,100000,93000,83000,86000
a26025,MICHIGAN,CALHOUN,706.21875,0,0,0,72400,59000,96000,78000,71000,82000
a26027,MICHIGAN,CASS,490.0375,0,0,0,50300,44000,82000,70000,68000,79000
a26029,MICHIGAN,CHARLEVOIX,416.3375,0,0,0,0,3100,6200,3600,0,2700
a26031,MICHIGAN,CHEBOYGAN,715.2734375,0,0,0,0,1000,1700,1000,0,0
a26033,MICHIGAN,CHIPPEWA,1558.45625,0,0,0,0,0,570,0,0,0
a26035,MICHIGAN,CLARE,564.3125,0,0,0,6000,5200,13500,5700,0,5100
a26037,MICHIGAN,CLINTON,566.4140625,0,0,0,70400,53000,65400,66000,68000,80000
a26039,MICHIGAN,CRAWFORD,556.3640625,,,,,,,,,
a26041,MICHIGAN,DELTA,1169.91875,0,0,0,0,0,3200,3000,0,2900
a26043,MICHIGAN,DICKINSON,760.9546875,0,0,0,0,0,1100,1500,0,0
a26045,MICHIGAN,EATON,575.1875,0,0,0,65300,42000,70000,62000,59000,64000
a26047,MICHIGAN,EMMET,467.5015625,0,0,0,0,2900,3800,2500,0,0
a26049,MICHIGAN,GENESEE,636.946875,0,0,0,34400,27000,49000,45000,30000,31000
a26051,MICHIGAN,GLADWIN,501.8,0,0,0,9000,7000,14000,7700,0,8200
a26053,MICHIGAN,GOGEBIC,1101.68125,,,,,,,,,
a26055,MICHIGAN,GRAND TRAVERSE,464.3421875,0,0,0,5600,3900,10800,7200,7400,7000
a26057,MICHIGAN,GRATIOT,568.446875,0,0,0,68200,56000,70000,77000,81000,95000
a26059,MICHIGAN,HILLSDALE,598.140625,0,0,0,82400,55000,102000,84000,67000,65000
a26061,MICHIGAN,HOUGHTON,1009.160938,0,0,0,0,0,500,0,0,0
a26063,MICHIGAN,HURON,835.584375,0,0,0,52200,84000,132000,140000,123000,111000
a26065,MICHIGAN,INGHAM,556.125,0,0,0,63300,52000,94000,65000,49000,52000
a26067,MICHIGAN,IONIA,571.309375,0,0,0,63300,54000,77200,69000,69000,87000
a26069,MICHIGAN,IOSCO,548.9390625,0,0,0,4000,4700,9700,7300,0,5800
a26071,MICHIGAN,IRON,1166.134375,,,,,,,,,
a26073,MICHIGAN,ISABELLA,572.6046875,0,0,0,45100,41500,65100,43000,39000,39000
a26075,MICHIGAN,JACKSON,701.271875,0,0,0,60300,47000,96900,66000,53000,57000
a26077,MICHIGAN,KALAMAZOO,561.6484375,0,0,0,44300,41000,69700,50000,53000,56000
a26079,MICHIGAN,KALKASKA,559.73125,0,0,0,0,1000,2800,1500,0,0
a26081,MICHIGAN,KENT,841.98125,0,0,0,41200,40000,66100,41000,40000,45000
a26083,MICHIGAN,KEWEENAW,540.11875,,,,,,,,,
a26085,MICHIGAN,LAKE,567.059375,0,0,0,1700,1000,1600,600,0,1200
a26087,MICHIGAN,LAPEER,643.0203125,0,0,0,46400,44000,68700,60000,41000,35000
a26089,MICHIGAN,LEELANAU,347.1765625,0,0,0,0,2900,6000,3400,0,2600
a26091,MICHIGAN,LENAWEE,749.5609375,0,0,0,133500,105000,131000,118000,95000,97000
a26093,MICHIGAN,LIVINGSTON,565.259375,0,0,0,37400,30000,41000,33000,24000,21000
a26095,MICHIGAN,LUCE,899.075,,,,,,,,,
a26097,MICHIGAN,MACKINAC,1021.5625,0,0,0,0,0,1010,0,0,0
a26099,MICHIGAN,MACOMB,479.171875,0,0,0,23200,16500,22200,15000,9000,13500
a26101,MICHIGAN,MANISTEE,542.1484375,0,0,0,0,1800,2250,1700,1800,2400
a26103,MICHIGAN,MARQUETTE,1809.0625,,,,,,,,,
a26105,MICHIGAN,MASON,495.2625,0,0,0,9400,8400,16200,10200,10300,13700
a26107,MICHIGAN,MECOSTA,555.103125,0,0,0,15100,15500,21700,12800,17500,21000
a26109,MICHIGAN,MENOMINEE,1043.604688,0,0,0,0,0,13000,13000,0,15400
a26111,MICHIGAN,MIDLAND,516.259375,0,0,0,17100,13500,21000,20800,22000,22000
a26113,MICHIGAN,MISSAUKEE,564.7890625,0,0,0,4000,7700,16900,12000,14500,18500
a26115,MICHIGAN,MONROE,549.396875,0,0,0,82800,46000,70800,65000,57000,55000
a26117,MICHIGAN,MONTCALM,705.4078125,0,0,0,36100,30000,55000,44000,52000,65000
a26119,MICHIGAN,MONTMORENCY,546.6671875,0,0,0,0,1300,2650,2500,2300,1700
a26121,MICHIGAN,MUSKEGON,497.8625,0,0,0,12800,9000,29000,18000,17200,17200
a26123,MICHIGAN,NEWAYGO,813.3375,0,0,0,17700,17200,25100,22000,24200,29100
a26125,MICHIGAN,OAKLAND,867.4265625,0,0,0,22200,12000,15100,12000,0,2200
a26127,MICHIGAN,OCEANA,511.6171875,0,0,0,9800,10500,16500,8200,0,15800
a26129,MICHIGAN,OGEMAW,563.4828125,0,0,0,7100,7600,11000,10000,9000,12800
a26131,MICHIGAN,ONTONAGON,1311.379688,,,,,,,,,
a26133,MICHIGAN,OSCEOLA,565.91875,0,0,0,9000,6600,12800,9000,7500,9700
a26135,MICHIGAN,OSCODA,565.0375,0,0,0,0,800,2200,800,0,600
a26137,MICHIGAN,OTSEGO,515.0328125,0,0,0,0,1000,2500,1400,0,0
a26139,MICHIGAN,OTTAWA,563.4734375,0,0,0,36200,33700,64000,42000,39000,50000
a26141,MICHIGAN,PRESQUE ISLE,658.7203125,0,0,0,0,1900,4300,3100,0,5000
a26143,MICHIGAN,ROSCOMMON,519.6359375,,,,,,,,,
a26145,MICHIGAN,SAGINAW,800.0609375,0,0,0,51100,37000,67600,73000,83000,98000
a26151,MICHIGAN,SANILAC,962.64375,0,0,0,59200,78000,124000,119000,93000,104000
a26153,MICHIGAN,SCHOOLCRAFT,1171.365625,,,,,,,,,
a26155,MICHIGAN,SHIAWASSEE,530.48125,0,0,0,54300,39000,55500,48000,48000,59000
a26147,MICHIGAN,ST CLAIR,720.6296875,0,0,0,38400,30000,49600,31000,25000,32000
a26149,MICHIGAN,ST JOSEPH,500.59375,0,0,0,65400,45000,105000,94000,85000,88000
a26157,MICHIGAN,TUSCOLA,802.8796875,0,0,0,46200,48000,110500,83000,80000,82000
a26159,MICHIGAN,VAN BUREN,607.4796875,0,0,0,45200,28000,60000,32000,31000,44000
a26161,MICHIGAN,WASHTENAW,705.7578125,0,0,0,62600,51000,81500,58000,42000,37000
a26163,MICHIGAN,WAYNE,612.05625,0,0,0,15100,4500,7800,3000,0,1300
a26165,MICHIGAN,WEXFORD,565.165625,0,0,0,0,2200,5450,2500,0,5000
a26000,MICHIGAN,,96716.11,1288000,1574000,1592000,2076000,1730000,2950000,2400000,2200000,2400000
a27001,MINNESOTA,AITKIN,1819.2625,0,0,0,0,0,5200,1700,0,2600
a27003,MINNESOTA,ANOKA,423.0171875,0,0,0,0,0,20500,9200,8800,7000
a27005,MINNESOTA,BECKER,1310.529688,0,0,0,0,0,26000,23900,23600,40600
a27007,MINNESOTA,BELTRAMI,2505.26875,0,0,0,0,0,9000,4300,4700,0
a27009,MINNESOTA,BENTON,408.4015625,0,0,0,0,0,75200,54900,61000,57000
a27011,MINNESOTA,BIG STONE,496.946875,0,0,0,0,0,55900,47400,72000,87200
a27013,MINNESOTA,BLUE EARTH,747.9,0,0,0,0,0,187000,177600,184200,186000
a27015,MINNESOTA,BROWN,610.778125,0,0,0,0,0,138900,142800,151100,160000
a27017,MINNESOTA,CARLTON,860.346875,0,0,0,0,0,1300,0,1400,1400
a27019,MINNESOTA,CARVER,354.33125,0,0,0,0,0,68500,58800,60200,58200
a27021,MINNESOTA,CASS,2017.595313,0,0,0,0,0,11100,7500,9400,0
a27023,MINNESOTA,CHIPPEWA,581.0859375,0,0,0,0,0,105100,112400,139900,148500
a27025,MINNESOTA,CHISAGO,414.865625,0,0,0,0,0,44500,28900,28800,27200
a27027,MINNESOTA,CLAY,1045.145313,0,0,0,0,0,19000,38900,44900,101000
a27029,MINNESOTA,CLEARWATER,995.259375,0,0,0,0,0,9300,4200,3700,3700
a27031,MINNESOTA,COOK,1452.38125,,,,,,,,,
a27033,MINNESOTA,COTTONWOOD,639.8859375,0,0,0,0,0,166500,160800,174700,172000
a27035,MINNESOTA,CROW WING,996.571875,0,0,0,0,0,13500,9800,8400,7200
a27037,MINNESOTA,DAKOTA,562.1625,0,0,0,0,0,100700,89000,90200,86000
a27039,MINNESOTA,DODGE,439.2625,0,0,0,0,0,116600,110300,105200,120500
a27041,MINNESOTA,DOUGLAS,634.378125,0,0,0,0,0,56700,51900,54300,58000
a27043,MINNESOTA,FARIBAULT,712.4828125,0,0,0,0,0,197300,192500,204600,212500
